Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Customer Lifetime Value,Seasonality Score,Cluster,Purchase Target
3471,19,0,Coat,3,69,West Virginia,2,Olive,2,4.5,0,Cash,Free Shipping,No,No,31,Cash,30.0,2139,21.0,0,0
3472,43,0,Sandals,2,66,North Carolina,2,Blue,1,3.1,0,Cash,Store Pickup,No,No,31,Cash,30.0,2046,21.0,3,0
3473,31,0,Blouse,1,42,Georgia,2,White,2,4.0,0,Bank Transfer,Free Shipping,No,No,15,Debit Card,7.0,630,14.0,3,1
3474,63,0,Dress,1,40,Kansas,1,Cyan,1,2.5,0,Credit Card,Express,No,No,11,Cash,7.0,440,7.0,3,0
3475,41,0,Pants,1,82,Maine,1,Cyan,3,4.4,0,PayPal,Store Pickup,No,No,18,Venmo,30.0,1476,90.0,3,0
3476,48,0,Sneakers,2,88,South Carolina,1,Orange,1,4.4,0,Debit Card,Express,No,No,9,Cash,30.0,792,21.0,3,0
3477,68,0,Boots,2,99,South Carolina,3,Orange,2,3.2,0,Credit Card,Free Shipping,No,No,11,Cash,7.0,1089,14.0,3,0
3478,53,0,Handbag,0,85,Kentucky,2,Teal,1,3.8,0,PayPal,Store Pickup,No,No,38,Debit Card,30.0,3230,21.0,0,0
3479,36,0,Handbag,0,57,Arizona,1,Magenta,0,4.6,0,PayPal,Store Pickup,No,No,42,PayPal,30.0,2394,21.0,0,0
3480,46,0,Sweater,1,56,New York,2,Orange,2,4.9,0,PayPal,Standard,No,No,41,Cash,30.0,2296,60.0,0,0
3481,21,0,Sandals,2,79,New Hampshire,0,Peach,3,3.5,0,Cash,Free Shipping,No,No,45,PayPal,30.0,3555,90.0,0,0
3482,52,0,Socks,1,67,Ohio,2,Maroon,2,3.4,0,Credit Card,Store Pickup,No,No,41,Debit Card,30.0,2747,21.0,0,0
3483,66,0,Gloves,0,61,Hawaii,1,Gold,3,3.9,0,Venmo,Next Day Air,No,No,35,Debit Card,7.0,2135,21.0,0,0
3484,19,0,Hoodie,1,37,Texas,0,White,3,3.9,0,Venmo,Express,No,No,21,Credit Card,30.0,777,21.0,3,0
3485,44,0,Dress,1,75,Illinois,0,Gray,0,4.2,0,Debit Card,Free Shipping,No,No,13,Credit Card,30.0,975,21.0,3,0
3486,50,0,Shirt,1,21,Massachusetts,3,Brown,3,3.4,0,Debit Card,Standard,No,No,23,Debit Card,14.0,483,42.0,3,0
3487,51,0,Shorts,1,89,North Carolina,0,Charcoal,3,4.9,0,Debit Card,Standard,No,No,6,PayPal,7.0,534,21.0,3,0
3488,25,0,Sandals,2,24,West Virginia,0,Beige,0,2.9,0,Debit Card,Store Pickup,No,No,39,Bank Transfer,365.0,936,0.0,3,0
3489,62,0,Sweater,1,27,Delaware,3,Teal,1,4.9,0,Cash,Store Pickup,No,No,7,Cash,30.0,189,21.0,3,0
3490,48,0,Dress,1,26,Idaho,0,Black,2,4.6,0,Bank Transfer,2-Day Shipping,No,No,32,PayPal,30.0,832,21.0,3,0
3491,62,0,Boots,2,82,Oregon,1,Violet,1,3.6,0,Venmo,Store Pickup,No,No,43,Credit Card,30.0,3526,21.0,0,0
3492,22,0,Pants,1,28,Maine,1,Orange,3,4.3,0,Bank Transfer,Express,No,No,15,Cash,30.0,420,90.0,3,0
3493,48,0,Gloves,0,65,South Dakota,1,Turquoise,0,4.6,0,PayPal,Standard,No,No,48,Bank Transfer,365.0,3120,0.0,0,0
3494,48,0,Pants,1,82,New Mexico,3,Black,3,4.7,0,Cash,Store Pickup,No,No,35,Credit Card,7.0,2870,21.0,0,0
3495,62,0,Scarf,0,38,Washington,1,Silver,3,3.5,0,Credit Card,Free Shipping,No,No,41,PayPal,30.0,1558,21.0,3,0
3496,24,0,Shorts,1,33,Georgia,3,Gray,1,2.8,0,Debit Card,Free Shipping,No,No,14,Cash,7.0,462,7.0,3,0
3497,39,0,Shoes,2,38,Idaho,1,Pink,2,4.0,0,Cash,Free Shipping,No,No,22,PayPal,30.0,836,60.0,3,0
3498,35,0,Handbag,0,48,Colorado,1,Red,1,4.3,0,PayPal,Store Pickup,No,No,16,Venmo,30.0,768,21.0,3,0
3499,47,0,Sandals,2,35,Kentucky,1,Lavender,2,3.8,0,PayPal,Standard,No,No,2,Bank Transfer,30.0,70,21.0,3,0
3500,22,0,Socks,1,29,New Jersey,0,Indigo,0,3.0,0,Bank Transfer,Next Day Air,No,No,13,PayPal,30.0,377,21.0,3,0
3501,38,0,Shirt,1,48,Oregon,2,Silver,0,4.6,0,Credit Card,Next Day Air,No,No,38,Debit Card,14.0,1824,0.0,3,0
3502,53,0,Shoes,2,87,Nebraska,1,Silver,0,4.8,0,Bank Transfer,Standard,No,No,43,Bank Transfer,7.0,3741,0.0,0,0
3503,31,0,Backpack,0,62,Massachusetts,1,Green,0,4.7,0,Bank Transfer,Next Day Air,No,No,26,Bank Transfer,30.0,1612,21.0,3,0
3504,31,0,Shirt,1,96,Nebraska,1,Pink,1,3.9,0,Cash,Free Shipping,No,No,39,Cash,7.0,3744,7.0,0,0
3505,65,0,Handbag,0,41,Hawaii,2,Violet,0,4.0,0,Bank Transfer,Next Day Air,No,No,50,Venmo,30.0,2050,0.0,0,0
3506,48,0,Jewelry,0,42,Indiana,0,Red,3,3.7,0,Cash,2-Day Shipping,No,No,40,Bank Transfer,30.0,1680,21.0,3,0
3507,18,0,Shirt,1,57,Illinois,0,Olive,3,3.7,0,Venmo,2-Day Shipping,No,No,12,Cash,14.0,684,42.0,3,0
3508,46,0,Handbag,0,65,Colorado,2,Purple,1,4.2,0,Bank Transfer,Store Pickup,No,No,33,Credit Card,30.0,2145,21.0,0,0
3509,52,0,Pants,1,54,Pennsylvania,1,Gray,0,4.7,0,Venmo,Standard,No,No,49,Bank Transfer,7.0,2646,0.0,0,0
3510,50,0,T-shirt,1,22,Ohio,0,Brown,3,4.3,0,Cash,Next Day Air,No,No,43,Venmo,30.0,946,21.0,3,0
3511,49,0,Sneakers,2,96,Pennsylvania,2,Orange,0,4.9,0,Credit Card,2-Day Shipping,No,No,14,Venmo,30.0,1344,0.0,3,0
3512,69,0,Jewelry,0,81,Mississippi,1,Blue,2,3.9,0,Venmo,2-Day Shipping,No,No,21,Credit Card,30.0,1701,21.0,3,0
3513,36,0,Shirt,1,46,Kentucky,1,White,0,3.4,0,Bank Transfer,Free Shipping,No,No,31,Debit Card,30.0,1426,21.0,3,0
3514,30,0,Blouse,1,74,Alaska,3,Charcoal,1,4.2,0,Bank Transfer,Store Pickup,No,No,29,Credit Card,14.0,2146,14.0,0,1
3515,25,0,Sneakers,2,50,Georgia,3,Gray,3,4.7,0,Venmo,Express,No,No,32,Cash,30.0,1600,90.0,3,0
3516,19,0,Dress,1,80,South Dakota,3,Charcoal,3,4.0,0,PayPal,Next Day Air,No,No,16,Debit Card,30.0,1280,21.0,3,0
3517,34,0,Boots,2,56,South Carolina,2,White,2,4.0,0,Venmo,Free Shipping,No,No,38,PayPal,30.0,2128,21.0,0,0
3518,29,0,Skirt,1,69,Tennessee,1,Orange,3,3.1,0,Debit Card,Next Day Air,No,No,34,Debit Card,30.0,2346,21.0,0,0
3519,50,0,Shirt,1,97,Colorado,1,Black,1,4.2,0,Bank Transfer,Standard,No,No,30,PayPal,30.0,2910,21.0,0,0
3520,31,0,Shorts,1,66,Wisconsin,1,White,3,3.7,0,Credit Card,Next Day Air,No,No,14,Bank Transfer,14.0,924,42.0,3,0
3521,41,0,Hat,0,70,Georgia,2,Brown,1,3.1,0,PayPal,Express,No,No,33,Bank Transfer,30.0,2310,30.0,0,0
3522,52,0,Shoes,2,50,Maryland,1,Pink,3,3.7,0,Credit Card,Store Pickup,No,No,35,Venmo,7.0,1750,21.0,3,0
3523,27,0,Pants,1,85,New Jersey,1,Yellow,1,3.2,0,Bank Transfer,Store Pickup,No,No,13,Cash,30.0,1105,21.0,3,0
3524,49,0,Backpack,0,59,Nevada,1,Cyan,2,2.8,0,PayPal,Standard,No,No,30,Cash,14.0,1770,28.0,3,0
3525,69,0,Pants,1,74,Michigan,0,Silver,2,2.9,0,Credit Card,Free Shipping,No,No,30,Credit Card,30.0,2220,60.0,0,0
3526,45,0,Sunglasses,0,38,Wyoming,0,Olive,3,3.5,0,PayPal,Standard,No,No,47,Bank Transfer,365.0,1786,1095.0,2,0
3527,20,0,Sweater,1,99,Massachusetts,1,Olive,1,3.8,0,PayPal,Express,No,No,1,PayPal,30.0,99,21.0,3,0
3528,25,0,Blouse,1,97,Washington,2,Charcoal,1,4.7,0,Cash,Free Shipping,No,No,1,Cash,7.0,97,7.0,3,1
3529,38,0,Scarf,0,67,Maine,0,Gray,2,4.5,0,Cash,Free Shipping,No,No,33,PayPal,365.0,2211,730.0,2,0
3530,55,0,T-shirt,1,20,Montana,2,Maroon,3,3.9,0,Credit Card,Next Day Air,No,No,43,Bank Transfer,7.0,860,21.0,3,0
3531,62,0,Sunglasses,0,45,Oklahoma,0,Black,1,3.4,0,Bank Transfer,Express,No,No,37,PayPal,7.0,1665,7.0,3,0
3532,54,0,Shoes,2,52,North Dakota,3,Violet,3,4.6,0,Credit Card,2-Day Shipping,No,No,23,Cash,30.0,1196,21.0,3,0
3533,61,0,Pants,1,68,Connecticut,0,Indigo,0,4.6,0,Credit Card,Standard,No,No,12,Credit Card,365.0,816,0.0,3,0
3534,50,0,Sneakers,2,98,Texas,0,Yellow,0,4.7,0,Venmo,Standard,No,No,30,Venmo,14.0,2940,0.0,0,0
3535,65,0,Shoes,2,83,Delaware,1,Gray,0,3.2,0,Venmo,Express,No,No,7,Cash,7.0,581,0.0,3,0
3536,68,0,Shorts,1,51,Mississippi,1,Red,2,5.0,0,Bank Transfer,Express,No,No,20,Debit Card,30.0,1020,60.0,3,0
3537,55,0,Handbag,0,21,Minnesota,0,Peach,1,4.5,0,Venmo,Express,No,No,10,Venmo,30.0,210,30.0,3,0
3538,57,0,Handbag,0,92,Georgia,1,Gray,1,3.5,0,Venmo,Standard,No,No,40,Credit Card,30.0,3680,21.0,0,0
3539,56,0,Shoes,2,63,Iowa,2,White,1,4.5,0,Venmo,Store Pickup,No,No,21,Venmo,30.0,1323,30.0,3,0
3540,29,0,Jewelry,0,56,New York,2,Green,1,3.2,0,Venmo,Express,No,No,17,Credit Card,30.0,952,21.0,3,0
3541,24,0,Shorts,1,95,Nevada,1,Magenta,1,4.6,0,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,7.0,475,7.0,3,0
3542,59,0,Blouse,1,66,Virginia,1,Olive,3,4.0,0,Cash,Next Day Air,No,No,22,PayPal,365.0,1452,1095.0,2,1
3543,62,0,Coat,3,28,Idaho,2,Olive,1,4.2,0,Bank Transfer,Express,No,No,5,Venmo,7.0,140,7.0,3,0
3544,58,0,Hat,0,83,Colorado,1,Blue,3,4.1,0,Credit Card,Standard,No,No,18,PayPal,30.0,1494,21.0,3,0
3545,64,0,Socks,1,55,Wisconsin,3,Charcoal,0,3.6,0,PayPal,2-Day Shipping,No,No,42,Cash,30.0,2310,21.0,0,0
3546,48,0,Sandals,2,28,Connecticut,1,Yellow,1,3.7,0,Venmo,2-Day Shipping,No,No,22,Debit Card,365.0,616,365.0,2,0
3547,60,0,Scarf,0,79,Kansas,1,Violet,2,3.6,0,Bank Transfer,Free Shipping,No,No,37,Bank Transfer,30.0,2923,21.0,0,0
3548,52,0,Scarf,0,31,Pennsylvania,0,Magenta,2,3.8,0,Debit Card,Standard,No,No,23,Credit Card,365.0,713,730.0,2,0
3549,63,0,Blouse,1,37,Utah,1,Red,0,3.0,0,Venmo,Standard,No,No,47,Debit Card,14.0,1739,0.0,3,1
3550,44,0,T-shirt,1,34,Oregon,1,Cyan,2,3.4,0,Credit Card,2-Day Shipping,No,No,11,Bank Transfer,14.0,374,28.0,3,0
3551,63,0,Shoes,2,74,West Virginia,2,Orange,3,4.8,0,Venmo,Standard,No,No,32,Cash,7.0,2368,21.0,0,0
3552,66,0,Gloves,0,31,Montana,0,Black,1,2.6,0,Credit Card,Store Pickup,No,No,20,Venmo,7.0,620,7.0,3,0
3553,22,0,Sunglasses,0,66,Kentucky,1,Blue,3,2.9,0,Credit Card,Next Day Air,No,No,3,PayPal,30.0,198,21.0,3,0
3554,62,0,Shoes,2,99,Minnesota,1,Charcoal,1,4.9,0,Cash,Free Shipping,No,No,32,Bank Transfer,7.0,3168,7.0,0,0
3555,39,0,Dress,1,55,Louisiana,1,Indigo,1,5.0,0,Bank Transfer,Free Shipping,No,No,5,Credit Card,14.0,275,14.0,3,0
3556,25,0,Blouse,1,23,Delaware,0,Silver,1,4.6,0,PayPal,Next Day Air,No,No,45,Cash,30.0,1035,21.0,3,1
3557,70,0,Sweater,1,88,Arizona,1,Brown,0,4.2,0,Bank Transfer,Express,No,No,43,Cash,30.0,3784,21.0,0,0
3558,52,0,Jacket,3,26,Nevada,1,Peach,2,4.9,0,PayPal,Next Day Air,No,No,1,PayPal,30.0,26,21.0,3,0
3559,68,0,Backpack,0,94,Alaska,0,Magenta,2,4.8,0,Credit Card,Standard,No,No,9,Venmo,30.0,846,21.0,3,0
3560,18,0,Shorts,1,25,Utah,1,Beige,0,3.0,0,Debit Card,Next Day Air,No,No,13,Venmo,30.0,325,21.0,3,0
3561,18,0,Socks,1,96,Kansas,3,Violet,0,3.5,0,Cash,Express,No,No,5,Credit Card,365.0,480,0.0,3,0
3562,63,0,Sneakers,2,29,North Carolina,0,Black,1,3.4,0,Cash,Standard,No,No,39,Credit Card,14.0,1131,14.0,3,0
3563,47,0,Sneakers,2,36,Maryland,1,Cyan,3,3.4,0,PayPal,Free Shipping,No,No,7,Bank Transfer,7.0,252,21.0,3,0
3564,43,0,Blouse,1,90,Maine,1,Green,2,4.9,0,Credit Card,Standard,No,No,8,Credit Card,30.0,720,21.0,3,1
3565,60,0,Gloves,0,38,Illinois,2,Brown,2,4.4,0,PayPal,Free Shipping,No,No,40,Venmo,365.0,1520,730.0,2,0
3566,49,0,Handbag,0,52,Pennsylvania,2,Gray,1,4.2,0,Cash,Store Pickup,No,No,35,PayPal,30.0,1820,30.0,3,0
3567,28,0,Jeans,1,88,Alaska,2,Orange,1,3.1,0,Credit Card,Next Day Air,No,No,14,Venmo,30.0,1232,30.0,3,0
3568,32,0,Scarf,0,56,New Mexico,2,Silver,2,4.0,0,Venmo,Next Day Air,No,No,26,Credit Card,30.0,1456,60.0,3,0
3569,29,0,Sandals,2,71,Arkansas,1,Purple,1,4.8,0,Cash,Next Day Air,No,No,14,PayPal,30.0,994,21.0,3,0
3570,35,0,Sandals,2,94,Alaska,1,Olive,0,3.3,0,Credit Card,Express,No,No,9,Bank Transfer,14.0,846,0.0,3,0
3571,23,0,Dress,1,97,Louisiana,3,Teal,3,4.7,0,PayPal,Standard,No,No,32,Debit Card,365.0,3104,1095.0,2,0
3572,70,0,Skirt,1,27,North Dakota,1,White,2,3.2,0,Cash,Standard,No,No,15,Bank Transfer,30.0,405,21.0,3,0
3573,23,0,Shorts,1,28,Rhode Island,1,Black,1,5.0,0,Bank Transfer,Standard,No,No,25,Credit Card,30.0,700,30.0,3,0
3574,43,0,Jeans,1,67,Connecticut,0,Maroon,0,4.9,0,Cash,Free Shipping,No,No,27,PayPal,30.0,1809,0.0,3,0
3575,29,0,Socks,1,70,New York,1,Cyan,0,4.9,0,Cash,Express,No,No,39,Bank Transfer,30.0,2730,21.0,0,0
3576,61,0,Coat,3,95,Kentucky,1,Violet,0,3.7,0,Cash,Express,No,No,49,Venmo,30.0,4655,21.0,0,0
3577,29,0,Boots,2,24,Maine,0,Yellow,1,3.0,0,Cash,Express,No,No,12,Venmo,30.0,288,21.0,3,0
3578,66,0,Belt,0,35,Missouri,2,Yellow,3,2.6,0,PayPal,Standard,No,No,13,Bank Transfer,7.0,455,21.0,3,0
3579,46,0,Shoes,2,22,Georgia,0,Olive,3,2.6,0,Credit Card,Standard,No,No,22,Bank Transfer,30.0,484,21.0,3,0
3580,34,0,Scarf,0,66,Arizona,0,Olive,0,4.8,0,Bank Transfer,Standard,No,No,19,Credit Card,30.0,1254,21.0,3,0
3581,51,0,Blouse,1,83,New Hampshire,1,Magenta,2,3.2,0,Bank Transfer,2-Day Shipping,No,No,3,Cash,30.0,249,21.0,3,1
3582,26,0,Dress,1,95,Georgia,1,Orange,0,4.9,0,Venmo,Next Day Air,No,No,50,Credit Card,7.0,4750,0.0,0,0
3583,23,0,Shorts,1,41,California,2,Beige,2,3.4,0,Cash,2-Day Shipping,No,No,15,PayPal,365.0,615,730.0,2,0
3584,52,0,Blouse,1,77,Arizona,0,Brown,2,2.7,0,Debit Card,Store Pickup,No,No,44,Credit Card,30.0,3388,21.0,0,1
3585,39,0,Sneakers,2,52,Florida,0,Indigo,0,4.8,0,Debit Card,Express,No,No,48,Debit Card,30.0,2496,0.0,0,0
3586,39,0,Gloves,0,41,New York,3,Gray,3,4.1,0,Cash,Standard,No,No,4,Venmo,30.0,164,21.0,3,0
3587,33,0,Hoodie,1,28,Idaho,1,Yellow,3,4.6,0,PayPal,Store Pickup,No,No,12,PayPal,30.0,336,21.0,3,0
3588,33,0,Sweater,1,90,Virginia,2,Violet,2,4.4,0,Debit Card,Standard,No,No,33,Debit Card,365.0,2970,730.0,2,0
3589,23,0,Sunglasses,0,55,Michigan,1,Magenta,1,3.5,0,Bank Transfer,2-Day Shipping,No,No,40,Cash,365.0,2200,365.0,2,0
3590,31,0,Belt,0,73,New Hampshire,1,Blue,1,4.8,0,Cash,Next Day Air,No,No,38,Cash,30.0,2774,21.0,0,0
3591,27,0,Dress,1,87,South Dakota,1,Gray,0,2.9,0,PayPal,2-Day Shipping,No,No,19,Venmo,30.0,1653,21.0,3,0
3592,48,0,Jacket,3,89,South Dakota,1,Gold,3,3.2,0,Cash,2-Day Shipping,No,No,38,Bank Transfer,30.0,3382,21.0,0,0
3593,61,0,Boots,2,82,New Jersey,0,Lavender,1,4.4,0,Cash,2-Day Shipping,No,No,18,Venmo,14.0,1476,14.0,3,0
3594,63,0,Sandals,2,80,Wyoming,1,Black,1,4.6,0,Bank Transfer,Next Day Air,No,No,24,PayPal,30.0,1920,30.0,0,0
3595,19,0,Scarf,0,87,Alabama,0,Charcoal,2,2.6,0,PayPal,2-Day Shipping,No,No,29,Venmo,30.0,2523,21.0,0,0
3596,21,0,Blouse,1,41,South Dakota,1,Violet,1,3.1,0,Cash,Store Pickup,No,No,14,PayPal,365.0,574,365.0,2,1
3597,28,0,Hoodie,1,83,South Carolina,1,Charcoal,1,4.3,0,Bank Transfer,Standard,No,No,44,Cash,14.0,3652,14.0,0,0
3598,29,0,Sunglasses,0,71,New Mexico,1,Maroon,2,3.1,0,Cash,Standard,No,No,18,Bank Transfer,30.0,1278,21.0,3,0
3599,23,0,Hoodie,1,76,Connecticut,3,Purple,1,4.6,0,Bank Transfer,Store Pickup,No,No,19,Bank Transfer,30.0,1444,21.0,3,0
3600,37,0,Scarf,0,34,Kansas,2,Peach,1,4.6,0,Cash,Express,No,No,4,Cash,7.0,136,7.0,3,0
3601,67,0,Dress,1,81,South Carolina,3,Olive,1,2.7,0,PayPal,Free Shipping,No,No,25,Cash,30.0,2025,21.0,0,0
3602,34,0,T-shirt,1,47,North Carolina,1,Indigo,2,3.0,0,Debit Card,Next Day Air,No,No,3,PayPal,30.0,141,60.0,3,0
3603,58,0,Skirt,1,36,Wyoming,2,Magenta,2,3.3,0,Bank Transfer,Store Pickup,No,No,40,Debit Card,30.0,1440,21.0,3,0
3604,45,0,Jeans,1,51,Louisiana,1,Gold,1,2.7,0,Debit Card,Free Shipping,No,No,5,Cash,7.0,255,7.0,3,0
3605,63,0,Hoodie,1,86,Louisiana,1,Orange,0,3.3,0,Bank Transfer,Standard,No,No,17,Debit Card,365.0,1462,0.0,3,0
3606,68,0,Jeans,1,41,Alabama,1,Gold,0,4.3,0,Venmo,Store Pickup,No,No,36,Bank Transfer,30.0,1476,21.0,3,0
3607,41,0,Sandals,2,90,Minnesota,3,Purple,0,4.8,0,Cash,Express,No,No,41,Venmo,365.0,3690,0.0,0,0
3608,50,0,Hat,0,93,New Mexico,0,Charcoal,0,3.3,0,Debit Card,Standard,No,No,20,Venmo,30.0,1860,21.0,3,0
3609,24,0,Gloves,0,56,Tennessee,1,Cyan,0,4.3,0,Bank Transfer,Next Day Air,No,No,2,Cash,30.0,112,21.0,3,0
3610,21,0,Socks,1,39,New Mexico,1,Cyan,2,3.0,0,Debit Card,2-Day Shipping,No,No,31,Debit Card,30.0,1209,60.0,3,0
3611,18,0,Jacket,3,86,Texas,3,Green,0,4.8,0,Credit Card,2-Day Shipping,No,No,23,Bank Transfer,14.0,1978,0.0,3,0
3612,63,0,T-shirt,1,82,Washington,1,Silver,1,2.9,0,PayPal,Standard,No,No,30,Credit Card,365.0,2460,365.0,2,0
3613,47,0,Sandals,2,29,Michigan,1,Teal,2,3.6,0,Credit Card,Standard,No,No,26,Cash,30.0,754,21.0,3,0
3614,58,0,Hat,0,27,Minnesota,1,Magenta,0,3.5,0,Cash,Store Pickup,No,No,40,Venmo,365.0,1080,0.0,3,0
3615,46,0,Gloves,0,25,Delaware,0,Maroon,1,4.7,0,Bank Transfer,2-Day Shipping,No,No,19,Bank Transfer,365.0,475,365.0,2,0
3616,35,0,Dress,1,31,California,1,Gold,3,4.4,0,Bank Transfer,Free Shipping,No,No,4,Credit Card,30.0,124,90.0,3,0
3617,42,0,Hoodie,1,23,Wisconsin,0,Purple,3,3.3,0,Cash,Store Pickup,No,No,33,Debit Card,14.0,759,42.0,3,0
3618,48,0,Belt,0,47,Kentucky,1,Lavender,0,4.3,0,Debit Card,Express,No,No,29,Debit Card,30.0,1363,0.0,3,0
3619,28,0,Gloves,0,67,Nevada,1,Maroon,0,4.0,0,Venmo,2-Day Shipping,No,No,47,PayPal,30.0,3149,21.0,0,0
3620,44,0,Scarf,0,75,North Carolina,2,Magenta,3,4.9,0,Cash,2-Day Shipping,No,No,50,Venmo,7.0,3750,21.0,0,0
3621,60,0,Sandals,2,82,Louisiana,1,Turquoise,2,2.9,0,Credit Card,Express,No,No,28,Credit Card,14.0,2296,28.0,0,0
3622,38,0,Sneakers,2,32,New Jersey,3,Silver,2,4.0,0,Venmo,2-Day Shipping,No,No,5,Cash,14.0,160,28.0,3,0
3623,46,0,Dress,1,41,Wisconsin,1,Purple,0,4.3,0,Bank Transfer,Store Pickup,No,No,12,Credit Card,365.0,492,0.0,3,0
3624,39,0,Jewelry,0,89,Arkansas,1,Violet,3,2.7,0,Venmo,2-Day Shipping,No,No,4,PayPal,7.0,356,21.0,3,0
3625,22,0,Hat,0,82,Texas,3,Peach,0,5.0,0,PayPal,Store Pickup,No,No,22,Bank Transfer,30.0,1804,21.0,3,0
3626,44,0,Scarf,0,99,Illinois,0,Green,3,4.4,0,Debit Card,Express,No,No,32,PayPal,7.0,3168,21.0,0,0
3627,69,0,Blouse,1,98,Mississippi,0,Teal,0,3.5,0,Bank Transfer,Express,No,No,32,Venmo,30.0,3136,21.0,0,1
3628,39,0,Belt,0,54,Delaware,1,Silver,3,3.3,0,Credit Card,Next Day Air,No,No,48,Cash,30.0,2592,21.0,0,0
3629,53,0,Blouse,1,88,Georgia,0,Purple,2,3.8,0,Cash,Free Shipping,No,No,35,Credit Card,30.0,3080,60.0,0,1
3630,52,0,T-shirt,1,43,Kansas,0,Lavender,2,4.5,0,Credit Card,Standard,No,No,44,Debit Card,14.0,1892,28.0,0,0
3631,65,0,Hat,0,73,Oklahoma,1,Lavender,3,4.8,0,Credit Card,Store Pickup,No,No,29,Cash,7.0,2117,21.0,0,0
3632,48,0,Hat,0,50,New Jersey,1,Peach,0,2.9,0,Debit Card,Store Pickup,No,No,26,Credit Card,30.0,1300,0.0,3,0
3633,27,0,Sneakers,2,73,Utah,0,Green,1,3.2,0,PayPal,Express,No,No,3,Debit Card,30.0,219,21.0,3,0
3634,39,0,Gloves,0,51,Montana,1,Orange,1,2.8,0,Venmo,Free Shipping,No,No,1,Bank Transfer,30.0,51,21.0,3,0
3635,59,0,Socks,1,22,Ohio,1,Pink,3,3.3,0,Bank Transfer,Standard,No,No,17,PayPal,365.0,374,1095.0,2,0
3636,52,0,Sandals,2,32,Colorado,0,Cyan,0,3.3,0,Cash,Free Shipping,No,No,17,Credit Card,14.0,544,0.0,3,0
3637,50,0,Sandals,2,38,California,0,Lavender,2,4.2,0,PayPal,2-Day Shipping,No,No,36,Cash,7.0,1368,14.0,3,0
3638,32,0,Boots,2,66,Utah,0,Yellow,3,3.6,0,PayPal,Express,No,No,32,Credit Card,14.0,2112,42.0,0,0
3639,40,0,Backpack,0,20,Kansas,1,Olive,1,4.6,0,Credit Card,Express,No,No,50,PayPal,30.0,1000,21.0,3,0
3640,26,0,Coat,3,44,Illinois,1,Brown,2,3.6,0,Venmo,2-Day Shipping,No,No,39,Venmo,365.0,1716,730.0,2,0
3641,47,0,Sunglasses,0,31,Minnesota,0,Pink,1,4.0,0,Credit Card,Next Day Air,No,No,17,PayPal,30.0,527,30.0,3,0
3642,51,0,Jacket,3,45,New York,1,Cyan,0,2.7,0,Debit Card,Free Shipping,No,No,39,Bank Transfer,30.0,1755,21.0,3,0
3643,47,0,Dress,1,71,Arizona,0,Maroon,2,4.4,0,Credit Card,Store Pickup,No,No,5,PayPal,365.0,355,730.0,2,0
3644,53,0,Scarf,0,96,Tennessee,3,Magenta,0,3.2,0,Bank Transfer,Standard,No,No,47,Debit Card,365.0,4512,0.0,0,0
3645,35,0,Blouse,1,32,Arkansas,1,Violet,3,2.6,0,Cash,Next Day Air,No,No,18,Venmo,7.0,576,21.0,3,1
3646,38,0,Backpack,0,90,Colorado,0,Silver,2,3.4,0,Credit Card,Free Shipping,No,No,31,Credit Card,30.0,2790,21.0,0,0
3647,69,0,Jewelry,0,68,Nevada,1,Maroon,1,5.0,0,Credit Card,2-Day Shipping,No,No,39,Debit Card,14.0,2652,14.0,0,0
3648,47,0,Shorts,1,45,Kansas,1,Gray,3,2.9,0,Cash,Store Pickup,No,No,12,Bank Transfer,7.0,540,21.0,3,0
3649,31,0,Skirt,1,67,New York,1,White,3,5.0,0,Cash,Free Shipping,No,No,45,Cash,30.0,3015,21.0,0,0
3650,68,0,Skirt,1,57,Minnesota,1,Brown,0,4.4,0,Debit Card,Standard,No,No,33,Credit Card,14.0,1881,0.0,3,0
3651,51,0,Jeans,1,60,Ohio,1,Silver,2,3.5,0,Cash,2-Day Shipping,No,No,3,PayPal,365.0,180,730.0,2,0
3652,20,0,Handbag,0,32,Arizona,1,Yellow,1,3.8,0,Bank Transfer,Express,No,No,5,Venmo,30.0,160,21.0,3,0
3653,27,0,Handbag,0,29,Kentucky,2,Magenta,0,3.8,0,Venmo,Store Pickup,No,No,23,Debit Card,30.0,667,0.0,3,0
3654,67,0,Coat,3,20,Minnesota,1,Blue,1,3.9,0,Debit Card,Next Day Air,No,No,39,Credit Card,14.0,780,14.0,3,0
3655,21,0,Jewelry,0,98,Arkansas,1,Green,3,3.3,0,Debit Card,Next Day Air,No,No,10,Credit Card,365.0,980,1095.0,2,0
3656,20,0,Sweater,1,27,Wyoming,1,Yellow,0,2.9,0,Venmo,Next Day Air,No,No,4,Credit Card,30.0,108,21.0,3,0
3657,35,0,Jacket,3,67,North Dakota,3,Cyan,1,3.7,0,Debit Card,2-Day Shipping,No,No,18,Credit Card,30.0,1206,30.0,3,0
3658,58,0,Shoes,2,82,Alabama,0,Gold,3,3.7,0,Bank Transfer,Express,No,No,1,Debit Card,30.0,82,21.0,3,0
